"","country","year","infant_mortality","life_expectancy","fertility","population","gdpPercap"
"3077","Seychelles",1968,59.3,63.78,5.9,49985,2607
"3078","Seychelles",1969,56.8,64.18,5.85,51124,2549
"3079","Seychelles",1970,54.1,64.62,5.76,52364,2709
"3080","Seychelles",1971,51.4,65.11,5.63,53706,3060
"3081","Seychelles",1972,48.6,65.59,5.47,55128,3169
"3082","Seychelles",1973,45.8,66.06,5.28,56605,3366
"3083","Seychelles",1974,42.8,66.49,5.07,58102,3322
"3084","Seychelles",1975,39.7,66.9,4.85,59589,3342
"3085","Seychelles",1976,36.6,67.26,4.62,61058,3793
"3086","Seychelles",1977,33.5,67.59,4.41,62500,3476
"3087","Seychelles",1978,30.5,67.89,4.2,63880,4120
"3088","Seychelles",1979,27.8,68.16,4.02,65153,4678
"3089","Seychelles",1980,25.3,68.4,3.85,66292,4402
"3090","Seychelles",1981,23.2,68.63,3.7,67298,3980
"3091","Seychelles",1982,21.4,68.83,3.56,68176,3885
"3092","Seychelles",1983,19.8,69.02,3.43,68906,3778
"3093","Seychelles",1984,18.6,69.17,3.31,69463,3917
"3094","Seychelles",1985,17.5,69.3,3.19,69841,4329
"3095","Seychelles",1986,16.7,69.36,3.08,70011,4311
"3096","Seychelles",1987,15.9,69.37,2.99,70010,4501
"3097","Seychelles",1988,15.3,69.31,2.9,69990,4745
"3098","Seychelles",1989,14.7,69.22,2.82,70150,5265
"3099","Seychelles",1990,14.2,69.1,2.74,70627,5595
"3100","Seychelles",1991,13.7,69.1,2.66,71496,5679
"3101","Seychelles",1992,13.3,69.2,2.59,72706,5985
"3102","Seychelles",1993,13,69.3,2.51,74111,6235
"3103","Seychelles",1994,12.7,69.6,2.42,75493,6072
"3104","Seychelles",1995,12.5,69.8,2.35,76703,5927
"3105","Seychelles",1996,12.3,69.9,2.28,77678,6140
"3106","Seychelles",1997,12.2,70.1,2.22,78474,6805
"3107","Seychelles",1998,12.2,70.4,2.18,79213,7308
"3108","Seychelles",1999,12.2,70.7,2.16,80066,7366
"3109","Seychelles",2000,12.3,70.9,2.15,81154,7576
"3110","Seychelles",2001,12.3,71.1,2.16,82519,7282
"3111","Seychelles",2002,12.3,71.3,2.18,84096,7232
"3112","Seychelles",2003,12.3,71.5,2.21,85765,6674
"3113","Seychelles",2004,12.3,71.7,2.24,87356,6365
"3114","Seychelles",2005,12.3,72,2.26,88747,6734
"3115","Seychelles",2006,12.2,72.3,2.28,89896,7266
"3116","Seychelles",2007,12.2,72.6,2.28,90841,7881
"3117","Seychelles",2008,12.2,72.9,2.28,91634,7735
"3118","Seychelles",2009,12.2,73,2.27,92360,7714
"3119","Seychelles",2010,12.2,73.1,2.26,93081,8168
"3120","Seychelles",2011,12.2,73.4,2.23,93810,8506
"3121","Sierra Leone",1960,223.6,36.07,6.03,2181701,223
"3122","Sierra Leone",1961,220.5,36.57,6.09,2210169,225
"3123","Sierra Leone",1962,217.5,37.06,6.16,2239581,232
"3124","Sierra Leone",1963,214.2,37.57,6.23,2269890,232
"3125","Sierra Leone",1964,211,38.1,6.3,2301023,245
"3126","Sierra Leone",1965,207.6,38.7,6.38,2332999,259
"3127","Sierra Leone",1966,204.2,39.38,6.45,2365801,259
"3128","Sierra Leone",1967,200.8,40.18,6.52,2399667,256
"3129","Sierra Leone",1968,197.3,41.08,6.58,2435197,257
"3130","Sierra Leone",1969,194.1,42.08,6.64,2473165,275
"3131","Sierra Leone",1970,191,43.15,6.7,2514151,294
"3132","Sierra Leone",1971,188,44.28,6.75,2558395,299
"3133","Sierra Leone",1972,185.2,45.39,6.8,2605837,296
"3134","Sierra Leone",1973,182.6,46.48,6.85,2656380,297
"3135","Sierra Leone",1974,180,47.5,6.89,2709797,301
"3136","Sierra Leone",1975,177.5,48.45,6.94,2765914,300
"3137","Sierra Leone",1976,175.3,49.31,6.98,2824827,292
"3138","Sierra Leone",1977,173.2,50.11,7.01,2886607,286
"3139","Sierra Leone",1978,171.2,50.83,7.04,2951001,287
"3140","Sierra Leone",1979,169.2,51.49,7.05,3017670,293
"3141","Sierra Leone",1980,167.3,52.04,7.06,3086406,300
"3142","Sierra Leone",1981,165.6,52.5,7.05,3155368,302
"3143","Sierra Leone",1982,164.1,52.83,7.03,3224346,310
"3144","Sierra Leone",1983,162.8,53.06,6.99,3296530,297
"3145","Sierra Leone",1984,161.5,53.16,6.95,3376371,302
"3146","Sierra Leone",1985,160.4,53.14,6.89,3466044,278
"3147","Sierra Leone",1986,159.4,52.98,6.82,3569102,274
"3148","Sierra Leone",1987,158.3,52.72,6.75,3681945,284
"3149","Sierra Leone",1988,157.6,52.36,6.68,3791078,257
"3150","Sierra Leone",1989,157,51.98,6.6,3878211,253
"3151","Sierra Leone",1990,156.5,51.6,6.53,3931208,258
"3152","Sierra Leone",1991,156.1,51.4,6.45,3945899,263
"3153","Sierra Leone",1992,155.7,51.9,6.39,3929182,214
"3154","Sierra Leone",1993,155.2,52.1,6.32,3893891,218
"3155","Sierra Leone",1994,154.5,51.6,6.26,3858559,216
"3156","Sierra Leone",1995,153.4,50.9,6.2,3837807,200
"3157","Sierra Leone",1996,152,51.9,6.15,3833053,210
"3158","Sierra Leone",1997,150.1,51.3,6.1,3843472,174
"3159","Sierra Leone",1998,148.1,49.7,6.04,3878475,171
"3160","Sierra Leone",1999,145.8,49.2,5.99,3948800,155
"3161","Sierra Leone",2000,143.3,51.5,5.92,4060709,156
"3162","Sierra Leone",2001,140.5,51.8,5.85,4220198,178
"3163","Sierra Leone",2002,137.7,51.6,5.76,4422154,216
"3164","Sierra Leone",2003,134.6,51.7,5.66,4647701,225
"3165","Sierra Leone",2004,131.4,52,5.56,4870467,231
"3166","Sierra Leone",2005,128.1,52.3,5.45,5071271,237
"3167","Sierra Leone",2006,124.5,52.7,5.34,5243214,246
"3168","Sierra Leone",2007,120.5,53,5.23,5391108,255
"3169","Sierra Leone",2008,116.2,53.6,5.13,5521838,263
"3170","Sierra Leone",2009,111.7,54.2,5.03,5647194,265
"3171","Sierra Leone",2010,107,55,4.94,5775902,272
"3172","Sierra Leone",2011,102.3,55.6,4.86,5908908,282
"3173","Singapore",1960,35.5,65.02,5.82,1633718,2268
"3174","Singapore",1961,32.9,65.41,5.56,1690353,2495
"3175","Singapore",1962,30.8,65.72,5.27,1742472,2419
"3176","Singapore",1963,29.3,65.97,4.97,1790682,2564
"3177","Singapore",1964,28.3,66.16,4.66,1836087,2514
"3178","Singapore",1965,27.3,66.31,4.36,1879571,2793
"3179","Singapore",1966,26.4,66.46,4.07,1921099,3030
"3180","Singapore",1967,25.3,66.63,3.82,1960547,3333
"3181","Singapore",1968,24.1,66.84,3.58,1998637,3714
"3182","Singapore",1969,22.9,67.09,3.38,2036270,4144
"3183","Singapore",1970,22,67.4,3.19,2074071,4630
"3184","Singapore",1971,21,67.75,3.01,2112873,5093
"3185","Singapore",1972,19.6,68.12,2.84,2152603,5674
"3186","Singapore",1973,17.8,68.5,2.65,2191924,6190
"3187","Singapore",1974,16,68.88,2.46,2228896,6482
"3188","Singapore",1975,14.3,69.26,2.27,2262393,6682
"3189","Singapore",1976,13,69.62,2.1,2291621,7085
"3190","Singapore",1977,12.3,69.98,1.95,2317796,7528
"3191","Singapore",1978,12.3,70.34,1.83,2344224,8089
"3192","Singapore",1979,12.3,70.68,1.74,2375417,8733
"3193","Singapore",1980,12,71.04,1.82,2414524,9455
"3194","Singapore",1981,11.4,71.39,1.78,2463245,10262
"3195","Singapore",1982,10.7,71.74,1.74,2520494,10750
"3196","Singapore",1983,10,72.11,1.61,2583241,11387
"3197","Singapore",1984,9.4,72.49,1.62,2646981,12094
"3198","Singapore",1985,8.8,72.87,1.61,2708634,11742
"3199","Singapore",1986,8.4,73.27,1.43,2766755,11643
"3200","Singapore",1987,7.9,73.68,1.62,2822828,12641
"3201","Singapore",1988,7.4,74.1,1.96,2880188,13761
"3202","Singapore",1989,6.7,74.51,1.75,2943633,14842
"3203","Singapore",1990,6.2,74.9,1.83,3016400,15948
"3204","Singapore",1991,5.5,75.6,1.73,3100091,16523
"3205","Singapore",1992,5,76,1.72,3193042,17170
"3206","Singapore",1993,4.6,76.2,1.74,3291280,18570
"3207","Singapore",1994,4.3,76.3,1.71,3389119,19941
"3208","Singapore",1995,4.1,76.4,1.67,3482635,20818
"3209","Singapore",1996,3.9,76.7,1.66,3570080,21857
"3210","Singapore",1997,3.8,77.2,1.61,3653151,23177
"3211","Singapore",1998,3.6,77.6,1.48,3735531,22174
"3212","Singapore",1999,3.4,78,1.47,3822619,23012
"3213","Singapore",2000,3.1,78.3,1.6,3918183,24481
"3214","Singapore",2001,2.9,78.6,1.41,4023237,23566
"3215","Singapore",2002,2.6,78.9,1.37,4136102,23887
"3216","Singapore",2003,2.5,79.3,1.27,4254553,24285
"3217","Singapore",2004,2.3,79.8,1.26,4375230,25778
"3218","Singapore",2005,2.3,80,1.26,4495531,26938
"3219","Singapore",2006,2.3,80.2,1.28,4614637,28542
"3220","Singapore",2007,2.3,80.4,1.29,4732785,30295
"3221","Singapore",2008,2.2,80.6,1.28,4849641,30067
"3222","Singapore",2009,2.2,81,1.26,4965105,29081
"3223","Singapore",2010,2.2,81.3,1.26,5078961,32626
"3224","Singapore",2011,2.2,81.5,1.27,5190666,33484
"3225","South Korea",1960,80.2,53.02,6.16,25074028,1153
"3226","South Korea",1961,76.1,53.75,5.99,25808542,1176
"3227","South Korea",1962,72.4,54.51,5.79,26495107,1173
"3228","South Korea",1963,68.8,55.27,5.57,27143075,1255
"3229","South Korea",1964,65.3,56.04,5.36,27770874,1319
"3230","South Korea",1965,61.6,56.84,5.16,28392722,1357
"3231","South Korea",1966,57.8,57.67,4.99,29006181,1497
"3232","South Korea",1967,54,58.54,4.85,29606633,1556
"3233","South Korea",1968,49.9,59.44,4.73,30204127,1704
"3234","South Korea",1969,45.7,60.35,4.62,30811523,1906
"3235","South Korea",1970,41.4,61.22,4.53,31437141,2024
"3236","South Korea",1971,37.3,62.02,4.41,32087884,2146
"3237","South Korea",1972,33.3,62.73,4.27,32759447,2196
"3238","South Korea",1973,29.5,63.34,4.09,33435268,2411
"3239","South Korea",1974,26,63.84,3.87,34091816,2534
"3240","South Korea",1975,22.8,64.26,3.62,34713078,2637
"3241","South Korea",1976,19.9,64.62,3.36,35290737,2868
"3242","South Korea",1977,17.4,64.95,3.11,35832213,3107
"3243","South Korea",1978,15.4,65.31,2.88,36356187,3347
"3244","South Korea",1979,13.7,65.7,2.69,36889651,3523
"3245","South Korea",1980,12.3,66.15,2.52,37451085,3418
"3246","South Korea",1981,11.3,66.66,2.38,38046253,3572
"3247","South Korea",1982,10.5,67.21,2.24,38665964,3772
"3248","South Korea",1983,9.8,67.78,2.11,39295418,4112
"3249","South Korea",1984,9.2,68.37,1.98,39912900,4376
"3250","South Korea",1985,8.5,68.98,1.86,40501917,4606
"3251","South Korea",1986,7.9,69.58,1.75,41059473,5026
"3252","South Korea",1987,7.4,70.18,1.67,41588374,5513
"3253","South Korea",1988,6.9,70.75,1.63,42085050,6028
"3254","South Korea",1989,6.5,71.29,1.61,42546704,6364
"3255","South Korea",1990,6.1,71.8,1.61,42972254,6878
"3256","South Korea",1991,5.8,72.2,1.63,43358716,7457
"3257","South Korea",1992,5.5,72.7,1.65,43708170,7833
"3258","South Korea",1993,5.2,73.1,1.66,44031222,8252
"3259","South Korea",1994,5,73.6,1.65,44342530,8894
"3260","South Korea",1995,4.7,74,1.63,44652994,9642
"3261","South Korea",1996,4.5,74.5,1.59,44967346,10244
"3262","South Korea",1997,4.5,74.9,1.54,45283939,10646
"3263","South Korea",1998,4.7,75.4,1.48,45599569,9847
"3264","South Korea",1999,4.9,75.8,1.41,45908307,10709
"3265","South Korea",2000,5.2,76.3,1.35,46206271,11543
"3266","South Korea",2001,5.5,76.7,1.3,46492324,11928
"3267","South Korea",2002,5.6,77.1,1.25,46769579,12705
"3268","South Korea",2003,5.4,77.7,1.22,47043251,12985
"3269","South Korea",2004,5.2,78.2,1.2,47320454,13505
"3270","South Korea",2005,4.8,78.7,1.2,47605863,13956
"3271","South Korea",2006,4.5,79.1,1.2,47901643,14588
"3272","South Korea",2007,4.1,79.4,1.21,48205062,15236
"3273","South Korea",2008,3.9,79.8,1.23,48509842,15488
"3274","South Korea",2009,3.7,80.1,1.25,48807036,15443
"3275","South Korea",2010,3.5,80.4,1.27,49090041,16325
"3276","South Korea",2011,3.4,80.6,1.29,49356692,16826
"3277","Spain",1960,47.7,69.23,2.77,30450994,3711
"3278","Spain",1961,44.4,69.62,2.79,30777097,4107
"3279","Spain",1962,41.7,69.65,2.8,31122390,4465
"3280","Spain",1963,39.3,69.81,2.82,31479529,4838
"3281","Spain",1964,37.3,70.54,2.83,31838485,5038
"3282","Spain",1965,35.6,70.95,2.83,32192223,5294
"3283","Spain",1966,33.9,71.2,2.84,32536637,5617
"3284","Spain",1967,32.1,71.39,2.85,32873962,5801
"3285","Spain",1968,30.1,71.68,2.86,33211168,6121
"3286","Spain",1969,27.8,71.21,2.87,33558627,6597
"3287","Spain",1970,25.5,72.19,2.87,33923240,6808
"3288","Spain",1971,24,71.79,2.87,34305591,7045
"3289","Spain",1972,22.6,73,2.86,34701025,7533
"3290","Spain",1973,21.3,72.78,2.84,35104633,8026
"3291","Spain",1974,20,73.16,2.8,35509391,8381
"3292","Spain",1975,20.4,73.49,2.75,35909042,8332
"3293","Spain",1976,20.4,73.81,2.68,36302392,8514
"3294","Spain",1977,19.7,74.32,2.59,36687352,8664
"3295","Spain",1978,18.4,74.51,2.48,37055640,8704
"3296","Spain",1979,16.8,75.05,2.36,37397232,8628
"3297","Spain",1980,15.3,75.53,2.22,37704867,8746
"3298","Spain",1981,14.1,75.67,2.09,37976189,8672
"3299","Spain",1982,13.2,76.22,1.96,38212556,8726
"3300","Spain",1983,12.6,76,1.84,38415495,8834
"3301","Spain",1984,12,76.38,1.73,38588238,8951
"3302","Spain",1985,11.4,76.34,1.63,38734330,9124
"3303","Spain",1986,10.9,76.59,1.55,38854360,9392
"3304","Spain",1987,10.4,76.82,1.49,38950965,9888
"3305","Spain",1988,10.1,76.82,1.43,39032625,10370
"3306","Spain",1989,9.7,76.89,1.38,39110106,10850
"3307","Spain",1990,9.3,76.9,1.34,39192055,11236
"3308","Spain",1991,8.8,77,1.31,39287043,11494
"3309","Spain",1992,8.5,77.4,1.28,39397403,11569
"3310","Spain",1993,8,77.6,1.25,39518427,11414
"3311","Spain",1994,7.5,77.8,1.23,39641740,11650
"3312","Spain",1995,6.9,77.9,1.21,39764267,11934
"3313","Spain",1996,6.4,78.1,1.2,39878881,12188
"3314","Spain",1997,6.1,78.6,1.2,39996221,12622
"3315","Spain",1998,5.8,78.8,1.2,40151723,13135
"3316","Spain",1999,5.6,78.8,1.21,40392585,13676
"3317","Spain",2000,5.4,79.2,1.22,40749800,14241
"3318","Spain",2001,5.3,79.5,1.25,41230518,14592
"3319","Spain",2002,5.2,79.6,1.27,41815486,14777
"3320","Spain",2003,5.1,79.6,1.3,42475265,14997
"3321","Spain",2004,5,80,1.33,43167276,15238
"3322","Spain",2005,4.8,80.3,1.35,43854761,15537
"3323","Spain",2006,4.6,80.7,1.38,44537926,15922
"3324","Spain",2007,4.4,80.8,1.4,45209538,16231
"3325","Spain",2008,4.2,81.1,1.42,45817016,16158
"3326","Spain",2009,4.1,81.5,1.44,46295191,15393
"3327","Spain",2010,3.9,81.8,1.46,46601492,15281
"3328","Spain",2011,3.8,82,1.47,46708366,15354
"3329","Sri Lanka",1960,72.7,59.76,5.54,9896172,273
"3330","Sri Lanka",1961,69.8,60.18,5.42,10129134,278
"3331","Sri Lanka",1962,67.1,60.61,5.3,10366190,282
"3332","Sri Lanka",1963,64.6,61.06,5.18,10608672,283
"3333","Sri Lanka",1964,62.4,61.55,5.07,10858780,287
"3334","Sri Lanka",1965,60.4,62.07,4.96,11117685,287
"3335","Sri Lanka",1966,58.6,62.62,4.85,11385943,295
"3336","Sri Lanka",1967,57,63.17,4.73,11661660,306
"3337","Sri Lanka",1968,55.7,63.7,4.61,11940634,317
"3338","Sri Lanka",1969,54.6,64.21,4.48,12217248,333
"3339","Sri Lanka",1970,53.6,64.69,4.34,12487493,339
"3340","Sri Lanka",1971,52.7,65.15,4.21,12749209,336
"3341","Sri Lanka",1972,51.9,65.56,4.08,13003394,328
"3342","Sri Lanka",1973,51,65.97,3.97,13253063,345
"3343","Sri Lanka",1974,50,66.36,3.87,13502870,351
"3344","Sri Lanka",1975,48.7,66.76,3.78,13755990,366
"3345","Sri Lanka",1976,47.3,67.17,3.71,14013610,371
"3346","Sri Lanka",1977,45.6,67.6,3.63,14274023,383
"3347","Sri Lanka",1978,43.7,68.06,3.56,14534087,398
"3348","Sri Lanka",1979,41.6,68.52,3.49,14789300,416
"3349","Sri Lanka",1980,39.4,68.97,3.41,15036562,433
"3350","Sri Lanka",1981,36.8,69.35,3.32,15274137,450
"3351","Sri Lanka",1982,34.1,69.64,3.22,15503320,462
"3352","Sri Lanka",1983,31.2,69.83,3.12,15727670,477
"3353","Sri Lanka",1984,28.2,69.93,3.01,15952350,495
"3354","Sri Lanka",1985,25.2,69.97,2.9,16180776,512
"3355","Sri Lanka",1986,22.6,70,2.8,16413729,527
"3356","Sri Lanka",1987,20.5,70.05,2.7,16648992,528
"3357","Sri Lanka",1988,19.2,70.16,2.62,16883250,534
"3358","Sri Lanka",1989,18.4,70.32,2.54,17111785,539
"3359","Sri Lanka",1990,18.1,70.5,2.48,17330817,566
"3360","Sri Lanka",1991,18.1,71.3,2.43,17540762,585
"3361","Sri Lanka",1992,18.2,72,2.39,17741793,604
"3362","Sri Lanka",1993,18,72.9,2.35,17929772,639
"3363","Sri Lanka",1994,17.7,72.8,2.32,18099591,668
"3364","Sri Lanka",1995,17.2,71.7,2.29,18248435,699
"3365","Sri Lanka",1996,16.7,71.3,2.27,18373530,721
"3366","Sri Lanka",1997,16,71.4,2.25,18478024,763
"3367","Sri Lanka",1998,15.3,72,2.24,18572347,795
"3368","Sri Lanka",1999,14.6,72.4,2.24,18670843,825
"3369","Sri Lanka",2000,14,72.4,2.24,18783745,869
"3370","Sri Lanka",2001,13.6,73.3,2.24,18914866,850
"3371","Sri Lanka",2002,13.2,73.7,2.25,19061066,876
"3372","Sri Lanka",2003,13,74,2.26,19217032,921
"3373","Sri Lanka",2004,15.3,69.4,2.27,19374281,963
"3374","Sri Lanka",2005,12.1,73.9,2.29,19526406,1015
"3375","Sri Lanka",2006,11.4,73.9,2.3,19672418,1085
"3376","Sri Lanka",2007,10.7,74.4,2.31,19813816,1151
"3377","Sri Lanka",2008,10.2,74,2.32,19949553,1211
"3378","Sri Lanka",2009,9.7,74.1,2.34,20078873,1246
"3379","Sri Lanka",2010,9.4,75,2.34,20201312,1338
"3380","Sri Lanka",2011,9.1,76.4,2.35,20315673,1440
"3381","Sudan",1960,107.4,49.54,6.69,7527450,437
"3382","Sudan",1961,105.7,50.04,6.71,7749884,428
"3383","Sudan",1962,104.1,50.52,6.74,7981797,445
"3384","Sudan",1963,102.6,50.99,6.76,8223613,419
"3385","Sudan",1964,101.1,51.47,6.79,8475765,402
"3386","Sudan",1965,99.8,51.94,6.81,8738703,416
"3387","Sudan",1966,98.6,52.42,6.83,9013112,389
"3388","Sudan",1967,97.4,52.9,6.85,9299545,383
"3389","Sudan",1968,96.4,53.36,6.87,9598196,378
"3390","Sudan",1969,95.5,53.82,6.88,9909152,371
"3391","Sudan",1970,94.7,54.26,6.89,10232758,381
"3392","Sudan",1971,94,54.68,6.9,10568788,377
"3393","Sudan",1972,93.4,55.06,6.91,10918137,346
"3394","Sudan",1973,92.7,55.41,6.92,11283574,337
"3395","Sudan",1974,92,55.73,6.93,11668674,364
"3396","Sudan",1975,91.3,56,6.94,12075841,407
"3397","Sudan",1976,90.6,56.23,6.93,12506035,458
"3398","Sudan",1977,89.8,56.44,6.92,12958110,470
"3399","Sudan",1978,89.1,56.63,6.89,13429688,426
"3400","Sudan",1979,88.5,56.8,6.85,13917268,391
"3401","Sudan",1980,87.9,56.95,6.8,14418063,383
"3402","Sudan",1981,87.3,57.11,6.74,14935471,397
"3403","Sudan",1982,86.7,57.27,6.67,15470415,406
"3404","Sudan",1983,86.1,57.44,6.61,16015120,400
"3405","Sudan",1984,85.4,57.61,6.54,16559205,368
"3406","Sudan",1985,84.6,57.81,6.47,17097619,334
"3407","Sudan",1986,83.8,58.01,6.4,17618852,341
"3408","Sudan",1987,82.8,58.23,6.34,18130501,379
"3409","Sudan",1988,81.9,58.44,6.28,18669146,367
"3410","Sudan",1989,80.9,58.67,6.21,19284633,387
"3411","Sudan",1990,79.9,58.9,6.15,20008804,352
"3412","Sudan",1991,78.9,59.2,6.09,20861117,363
"3413","Sudan",1992,77.9,59.4,6.03,21820588,370
"3414","Sudan",1993,76.9,59.5,5.96,22829227,370
"3415","Sudan",1994,75.8,60.2,5.89,23805536,359
"3416","Sudan",1995,74.7,60.5,5.82,24691970,366
"3417","Sudan",1996,73.6,60.6,5.75,25466387,376
"3418","Sudan",1997,72.3,60.8,5.67,26149124,405
"3419","Sudan",1998,70.9,61.2,5.6,26777059,413
"3420","Sudan",1999,69.4,62,5.52,27406808,416
"3421","Sudan",2000,67.8,62.4,5.44,28079664,440
"3422","Sudan",2001,66.2,62.8,5.37,28805142,455
"3423","Sudan",2002,64.6,63.3,5.29,29569978,467
"3424","Sudan",2003,63,63.5,5.21,30365586,488
"3425","Sudan",2004,61.4,63.7,5.12,31176209,483
"3426","Sudan",2005,59.9,64.6,5.04,31990003,501
"3427","Sudan",2006,58.5,64.9,4.96,32809056,544
"3428","Sudan",2007,57.1,65.3,4.87,33637960,584
"3429","Sudan",2008,55.8,65.5,4.79,34470138,609
"3430","Sudan",2009,54.5,65.7,4.71,35297298,618
"3431","Sudan",2010,53.3,66.1,4.64,36114885,631
"3432","Sudan",2011,52.2,66.3,4.56,36918193,587
"3433","Sweden",1960,16.3,73.01,2.2,7479602,11368
"3434","Sweden",1961,16,73.47,2.23,7527081,11938
"3435","Sweden",1962,15.6,73.34,2.26,7576192,12365
"3436","Sweden",1963,15,73.53,2.33,7627722,12936
"3437","Sweden",1964,14.4,73.7,2.48,7682603,13720
"3438","Sweden",1965,13.7,73.85,2.41,7741167,14137
"3439","Sweden",1966,13,74.09,2.36,7804200,14316
"3440","Sweden",1967,12.6,74.12,2.27,7870642,14672
"3441","Sweden",1968,12.1,73.99,2.07,7936726,15080
"3442","Sweden",1969,11.7,74.11,1.92,7997380,15715
"3443","Sweden",1970,11.3,74.66,1.92,8049049,16558
"3444","Sweden",1971,10.9,74.58,1.96,8090044,16629
"3445","Sweden",1972,10.4,74.68,1.91,8121560,16944
"3446","Sweden",1973,9.8,74.83,1.87,8146472,17562
"3447","Sweden",1974,9.2,74.94,1.88,8169141,18074
"3448","Sweden",1975,8.7,74.95,1.77,8192693,18482
"3449","Sweden",1976,8.3,74.96,1.68,8218630,18619
"3450","Sweden",1977,8,75.39,1.65,8245975,18261
"3451","Sweden",1978,7.6,75.48,1.6,8272499,18521
"3452","Sweden",1979,7.4,75.52,1.66,8294832,19180
"3453","Sweden",1980,7.2,75.74,1.68,8310915,19469
"3454","Sweden",1981,6.9,76.04,1.64,8319810,19409
"3455","Sweden",1982,6.8,76.36,1.63,8323466,19631
"3456","Sweden",1983,6.6,76.6,1.61,8326196,19980
"3457","Sweden",1984,6.5,76.86,1.66,8333904,20814
"3458","Sweden",1985,6.4,76.72,1.74,8350814,21227
"3459","Sweden",1986,6.3,76.98,1.8,8377863,21764
"3460","Sweden",1987,6.2,77.12,1.84,8413658,22421
"3461","Sweden",1988,6.2,77.01,1.97,8457108,22900
"3462","Sweden",1989,6.1,77.67,2.02,8506236,23401
"3463","Sweden",1990,5.8,77.6,2.14,8559107,23491
"3464","Sweden",1991,5.5,77.7,2.11,8616535,23073
"3465","Sweden",1992,5.1,78.1,2.08,8677787,22634
"3466","Sweden",1993,4.8,78.3,1.98,8737500,22017
"3467","Sweden",1994,4.4,78.5,1.88,8788696,22767
"3468","Sweden",1995,4,78.9,1.73,8826720,23562
"3469","Sweden",1996,3.8,79.1,1.6,8849420,23880
"3470","Sweden",1997,3.6,79.4,1.53,8859106,24500
"3471","Sweden",1998,3.5,79.5,1.52,8861204,25524
"3472","Sweden",1999,3.4,79.5,1.51,8863595,26707
"3473","Sweden",2000,3.4,79.7,1.56,8872284,27868
"3474","Sweden",2001,3.4,79.8,1.58,8888675,28168
"3475","Sweden",2002,3.3,80,1.67,8911899,28792
"3476","Sweden",2003,3.2,80.2,1.73,8942926,29363
"3477","Sweden",2004,3.1,80.2,1.77,8982282,30472
"3478","Sweden",2005,3,80.6,1.79,9030163,31269
"3479","Sweden",2006,2.8,80.8,1.87,9087251,32407
"3480","Sweden",2007,2.7,80.9,1.89,9153316,33240
"3481","Sweden",2008,2.6,81.1,1.92,9226333,32774
"3482","Sweden",2009,2.5,81.2,1.94,9303432,30869
"3483","Sweden",2010,2.5,81.6,1.99,9382297,32492
"3484","Sweden",2011,2.4,81.7,1.9,9462352,33479
"3485","Thailand",1960,102.2,55.46,6.15,27397178,319
"3486","Thailand",1961,99,56.01,6.15,28224208,327
"3487","Thailand",1962,95.8,56.51,6.16,29081037,341
"3488","Thailand",1963,92.7,56.98,6.16,29967043,357
"3489","Thailand",1964,89.7,57.4,6.15,30881332,371
"3490","Thailand",1965,86.8,57.8,6.13,31822798,389
"3491","Thailand",1966,83.8,58.18,6.08,32789097,420
"3492","Thailand",1967,80.8,58.56,6.01,33778500,442
"3493","Thailand",1968,77.8,58.96,5.9,34790945,465
"3494","Thailand",1969,74.8,59.39,5.76,35826803,481
"3495","Thailand",1970,71.8,59.86,5.6,36884914,520
"3496","Thailand",1971,68.7,60.33,5.4,37964925,530
"3497","Thailand",1972,65.8,60.82,5.18,39061999,537
"3498","Thailand",1973,62.9,61.29,4.95,40164969,576
"3499","Thailand",1974,60.2,61.77,4.72,41259539,586
"3500","Thailand",1975,57.6,62.24,4.49,42334954,599
"3501","Thailand",1976,55.2,62.7,4.26,43386846,639
"3502","Thailand",1977,52.9,63.15,4.03,44416007,686
"3503","Thailand",1978,50.8,63.62,3.81,45423442,740
"3504","Thailand",1979,48.9,64.1,3.59,46412310,763
"3505","Thailand",1980,47,64.62,3.39,47385325,786
"3506","Thailand",1981,45.1,65.22,3.2,48336894,816
"3507","Thailand",1982,43.4,65.91,3.02,49265597,844
"3508","Thailand",1983,41.6,66.69,2.86,50183106,875
"3509","Thailand",1984,40,67.52,2.71,51105438,908
"3510","Thailand",1985,38.3,68.36,2.57,52041468,933
"3511","Thailand",1986,36.7,69.15,2.45,53002775,967
"3512","Thailand",1987,35.1,69.84,2.35,53979503,1040
"3513","Thailand",1988,33.5,70.38,2.26,54933561,1158
"3514","Thailand",1989,31.9,70.76,2.18,55812794,1279
"3515","Thailand",1990,30.3,71,2.11,56582824,1402
"3516","Thailand",1991,28.8,71,2.06,57225972,1505
"3517","Thailand",1992,27.3,70.9,2,57761574,1612
"3518","Thailand",1993,26,70.8,1.96,58237672,1730
"3519","Thailand",1994,24.8,70.6,1.91,58722767,1870
"3520","Thailand",1995,23.7,70.6,1.87,59266089,2024
"3521","Thailand",1996,22.7,70.6,1.82,59878955,2122
"3522","Thailand",1997,21.7,70.5,1.78,60544937,2070
"3523","Thailand",1998,20.8,70.4,1.75,61250974,1831
"3524","Thailand",1999,19.9,70.5,1.71,61973957,1890
"3525","Thailand",2000,19.1,70.7,1.68,62693322,1957
"3526","Thailand",2001,18.3,71.2,1.64,63415174,1977
"3527","Thailand",2002,17.5,71.7,1.62,64136669,2058
"3528","Thailand",2003,16.7,72.1,1.59,64817254,2182
