"","X","age","workclass","fnlwgt","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"11092",11791,53,"Self-emp-not-inc",302847,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,0
"9789",10396,25,"Local-gov",334133,14,"Never-married","Prof-specialty","Own-child","White","Male",0,0,20,0
"17076",18089,47,"Private",111961,9,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,30,0
"4300",4603,40,"Private",210275,9,"Separated","Transport-moving","Unmarried","Black","Female",0,0,40,0
"6916",7359,29,"Private",116613,13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,0
"14332",15190,19,"Private",146679,10,"Never-married","Exec-managerial","Own-child","Black","Male",0,0,30,0
"22544",23886,40,"Private",231991,9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,0
"11782",12514,28,"Private",108569,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,43,0
"6858",7297,31,"State-gov",75755,16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,55,1
"525",561,28,"Private",114053,13,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,55,0
"18138",19215,41,"Private",120277,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"27096",28706,59,"Federal-gov",48102,14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,1
"14007",14849,33,"Private",159888,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"17012",18023,22,"Private",222490,10,"Never-married","Sales","Own-child","White","Female",0,0,30,0
"28550",30244,47,"Private",49298,9,"Divorced","Sales","Not-in-family","White","Male",0,0,50,0
"3439",3673,43,"Private",102025,14,"Married-civ-spouse","Prof-specialty","Husband","Other","Male",0,0,50,0
"14610",15484,39,"Private",247733,9,"Divorced","Priv-house-serv","Unmarried","Black","Female",0,0,16,0
"6823",7261,19,"Private",226913,10,"Never-married","Sales","Own-child","White","Female",0,0,20,0
"11258",11961,27,"Private",164607,13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,0
"8448",8980,34,"Self-emp-not-inc",204375,15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,1
"18508",19607,46,"Private",35406,4,"Separated","Other-service","Not-in-family","White","Female",0,0,32,0
"1349",1441,50,"Self-emp-inc",175339,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,60,0
"12232",12980,45,"Private",84298,11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,1
"3064",3273,30,"Private",123178,6,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,0
"1065",1136,31,"Private",184307,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"23389",24778,59,"Private",121865,9,"Divorced","Other-service","Not-in-family","Black","Female",0,0,40,0
"1683",1797,32,"Private",35595,13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"18770",19885,24,"Private",103064,13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"26772",28368,39,"Private",272338,9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,25,0
"22340",23669,42,"Local-gov",125155,9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,90,0
"7660",8152,45,"Private",192053,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,1
"3132",3345,20,"Private",195770,10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,26,0
"9870",10483,42,"Self-emp-inc",130126,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,1
"1609",1719,35,"Private",30381,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,1
"12051",12791,45,"Federal-gov",98524,12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,1
"15952",16911,29,"Self-emp-inc",241431,16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,1
"5833",6222,34,"Private",316470,10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"27025",28633,18,"Private",62972,7,"Never-married","Other-service","Own-child","White","Male",0,0,16,0
"6739",7176,36,"Self-emp-not-inc",122493,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,47,0
"30576",32409,30,"Private",205152,13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,0
"28911",30626,29,"Private",179565,13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"30218",32030,36,"Local-gov",114719,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,1
"11294",11997,90,"Private",40388,13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,55,0
"14911",15805,44,"Private",207685,9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1564,55,1
"4513",4835,81,"Private",364099,10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,20,0
"22750",24105,61,"Private",71209,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,1
"8367",8893,23,"Local-gov",40021,10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,70,0
"6689",7121,47,"Self-emp-not-inc",107231,16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,1
"2609",2790,44,"Self-emp-inc",133060,10,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,60,0
"6067",6465,25,"Private",181528,14,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,43,0
"8621",9165,72,"Private",157593,13,"Married-civ-spouse","Sales","Husband","White","Male",1455,0,6,0
"14922",15816,23,"Private",278254,9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,45,0
"23526",24928,39,"Private",56118,9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,0
"12340",13099,32,"Private",207284,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"19757",20940,22,"Private",195179,10,"Never-married","Sales","Own-child","White","Male",0,0,24,0
"26336",27904,66,"Local-gov",362165,13,"Widowed","Prof-specialty","Not-in-family","Black","Female",0,2206,25,0
"29029",30759,50,"Private",230951,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,0
"7860",8359,42,"Private",147099,9,"Divorced","Other-service","Unmarried","White","Female",0,0,30,0
"22292",23620,35,"Private",216711,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"15831",16780,23,"Local-gov",185575,13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,0
"19297",20448,37,"Private",344480,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,0
"29532",31294,54,"Private",215990,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"13119",13914,24,"Private",464502,12,"Never-married","Sales","Not-in-family","Black","Male",0,0,40,0
"20690",21933,36,"Private",292570,7,"Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,0
"19529",20695,36,"Private",139364,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,1
"24827",26307,31,"Private",206609,6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"30357",32179,43,"Private",170230,14,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,0
"23169",24546,46,"Private",140782,12,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,0
"1348",1440,47,"Private",67716,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,1
"30364",32186,52,"Self-emp-not-inc",185407,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"10143",10774,49,"Private",120629,10,"Widowed","Sales","Unmarried","White","Female",0,0,30,0
"17910",18976,62,"Self-emp-not-inc",39610,10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,80,0
"1436",1532,40,"Private",85995,6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,1
"3457",3691,26,"Private",291968,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,44,0
"11705",12433,40,"Private",110028,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"7071",7519,50,"Private",200618,12,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,0
"14707",15590,30,"Private",296462,14,"Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,30,0
"5770",6158,55,"Private",183884,9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,45,0
"29395",31147,48,"State-gov",78529,14,"Separated","Prof-specialty","Not-in-family","White","Male",0,0,60,0
"6489",6909,35,"Private",108293,10,"Never-married","Adm-clerical","Own-child","White","Female",0,2205,40,0
"471",502,62,"Local-gov",114060,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"12924",13713,18,"Private",27780,9,"Never-married","Sales","Own-child","White","Female",0,0,25,0
"8679",9228,41,"Private",182108,14,"Never-married","Prof-specialty","Not-in-family","White","Female",27828,0,35,1
"2361",2525,65,"Private",174056,4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"7794",8291,50,"Private",148953,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,1
"1410",1506,32,"Private",123253,12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,42,0
"25145",26645,54,"Self-emp-not-inc",118365,6,"Divorced","Other-service","Not-in-family","Black","Female",0,0,10,0
"22019",23328,56,"State-gov",110257,9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,0
"26171",27733,50,"Private",104501,9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,1980,40,0
"4908",5250,52,"Self-emp-not-inc",41496,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,0
"25638",27163,19,"Private",112269,10,"Never-married","Other-service","Other-relative","White","Female",0,0,40,0
"6630",7058,20,"Self-emp-not-inc",112137,10,"Never-married","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,20,0
"1975",2107,42,"Private",213821,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,1
"2068",2206,47,"Private",211668,9,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,40,1
"26193",27755,41,"Private",174540,10,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,4,0
"7789",8286,56,"Self-emp-not-inc",249368,9,"Married-spouse-absent","Exec-managerial","Not-in-family","White","Male",0,0,70,0
"15115",16016,57,"Private",160275,9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,0
"2765",2955,26,"Private",240842,9,"Never-married","Machine-op-inspct","Unmarried","Black","Female",0,0,40,0
"18515",19614,43,"Private",253759,9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,45,0
"20036",21232,64,"Self-emp-not-inc",213945,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,0
"3972",4253,35,"Private",169104,10,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,0
"7877",8377,24,"Private",270517,9,"Never-married","Other-service","Own-child","White","Female",0,0,40,0
"29287",31028,22,"Private",234641,9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,0
"28877",30589,66,"State-gov",71075,10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,55,0
"22602",23948,19,"Private",150553,10,"Never-married","Sales","Own-child","Asian-Pac-Islander","Female",0,0,18,0
"21353",22626,25,"Private",404951,13,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,38,0
"1949",2077,51,"Private",161482,9,"Divorced","Other-service","Unmarried","White","Female",0,0,38,0
"28076",29746,52,"Private",195638,9,"Never-married","Other-service","Unmarried","White","Female",0,0,45,0
"11614",12336,63,"Private",102412,9,"Divorced","Sales","Not-in-family","White","Female",0,0,40,0
"16599",17584,49,"Private",169042,9,"Separated","Prof-specialty","Unmarried","White","Female",0,625,40,0
"19446",20606,34,"Private",31740,4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"27749",29402,60,"Private",188650,3,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,1
"8482",9017,56,"Private",132026,13,"Married-civ-spouse","Sales","Husband","Black","Male",7688,0,45,1
"23882",25307,56,"Federal-gov",277420,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"17422",18459,57,"Self-emp-inc",107617,9,"Separated","Farming-fishing","Not-in-family","White","Male",0,0,60,1
"22459",23795,20,"Private",184779,10,"Never-married","Tech-support","Own-child","White","Female",0,0,20,0
"4452",4769,40,"Federal-gov",298635,14,"Married-civ-spouse","Tech-support","Husband","Asian-Pac-Islander","Male",0,1902,40,1
"12947",13736,34,"Self-emp-not-inc",209768,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"24820",26300,18,"Private",201871,8,"Never-married","Other-service","Own-child","White","Male",0,0,20,0
"24261",25705,18,"Private",96445,10,"Never-married","Other-service","Own-child","White","Female",0,0,24,0
"14241",15097,19,"Private",162621,10,"Never-married","Tech-support","Own-child","White","Male",0,0,14,0
"15220",16128,43,"Private",207685,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"13136",13931,34,"Private",157747,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,0
"20921",22177,22,"Private",137591,10,"Never-married","Sales","Own-child","White","Male",0,0,35,0
"5306",5674,35,"Private",112271,14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,0
"13926",14767,35,"Private",184655,13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,0
"24071",25504,48,"Private",287480,14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,1
"3255",3476,34,"Private",114691,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"842",899,30,"Private",87418,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,1
"30003",31802,48,"Self-emp-not-inc",218835,14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,0
"7371",7838,45,"Private",106113,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"16506",17488,28,"Private",190911,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"11001",11693,34,"Private",405577,10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"10225",10863,49,"Local-gov",226871,9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,1
"2373",2537,24,"Private",213427,9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,0
"1935",2061,47,"Private",85129,9,"Divorced","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,40,0
"8412",8940,40,"Private",221172,12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"8974",9540,52,"Local-gov",192563,10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,38,0
"8784",9336,38,"Private",104089,11,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,0
"15218",16126,21,"Private",219137,6,"Never-married","Other-service","Own-child","Black","Male",0,0,25,0
"6107",6505,23,"Private",33105,10,"Never-married","Handlers-cleaners","Own-child","Amer-Indian-Eskimo","Male",0,0,40,0
"27324",28949,81,"Private",129338,4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,10,0
"17978",19047,39,"Private",258276,13,"Married-civ-spouse","Tech-support","Husband","Asian-Pac-Islander","Male",3137,0,40,0
"19228",20375,19,"Self-emp-not-inc",100999,7,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,0
"11838",12572,29,"Private",108574,11,"Never-married","Priv-house-serv","Own-child","White","Female",0,0,40,0
"28145",29821,48,"Local-gov",127921,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,0
"23351",24737,17,"Private",276718,9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,20,0
"8989",9556,21,"Self-emp-not-inc",409230,10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,30,0
"4393",4704,33,"Private",157747,5,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,70,0
"6941",7384,50,"Private",144361,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,1
"16212",17181,45,"Private",223319,10,"Divorced","Sales","Own-child","White","Male",0,0,45,0
"27527",29165,42,"Local-gov",1125613,9,"Divorced","Other-service","Not-in-family","Black","Male",0,0,40,0
"10304",10945,21,"Private",148211,9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",3674,0,50,0
"28851",30561,59,"Local-gov",50929,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,1
"22603",23949,77,"Private",123959,9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,32,0
"29317",31061,30,"Private",165235,13,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,40,1
"11382",12090,39,"State-gov",24721,10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,35,0
"10698",11368,43,"Private",281422,12,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,45,0
"1003",1070,36,"Private",117312,12,"Divorced","Tech-support","Not-in-family","White","Female",0,0,60,0
"30470",32297,42,"Private",66118,10,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,0
"23800",25219,21,"Private",197918,9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,0
"14856",15747,31,"Private",181091,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,1
"8503",9040,18,"Private",163332,9,"Never-married","Sales","Own-child","White","Female",0,0,22,0
"14864",15755,47,"Private",268022,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,1
"11301",12004,25,"Private",211497,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"958",1021,41,"Private",198316,10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,0
"10600",11261,54,"Private",225599,14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",7298,0,40,1
"11014",11706,45,"Private",367037,9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,0
"10518",11174,37,"Private",74593,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,70,0
"1605",1715,31,"Private",148600,9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,0
"14903",15797,21,"Private",223352,9,"Never-married","Other-service","Not-in-family","White","Female",1055,0,30,0
"15449",16371,34,"Local-gov",246104,14,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,0
"7889",8390,24,"Private",153082,9,"Never-married","Sales","Not-in-family","White","Male",0,0,30,0
"29128",30864,46,"Private",169324,9,"Separated","Other-service","Not-in-family","Black","Female",0,0,45,0
"15414",16335,53,"Private",71772,16,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,50,0
"30649",32484,27,"Private",155382,10,"Never-married","Other-service","Not-in-family","White","Female",0,0,25,0
"10354",10998,33,"Private",189710,4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,0
"4683",5014,48,"Local-gov",142719,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"5550",5931,39,"Private",25803,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,0
"10463",11116,47,"Private",280483,9,"Separated","Craft-repair","Unmarried","Black","Female",0,0,40,0
"16998",18006,47,"Private",166181,10,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,48,1
"3709",3968,25,"Private",109009,7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"19856",21043,27,"Private",192936,13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"25956",27496,54,"Private",291755,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,1
"13527",14339,20,"Private",50397,9,"Never-married","Adm-clerical","Own-child","Black","Male",0,0,20,0
"16420",17398,45,"Private",54744,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,40,1
"2279",2435,26,"Private",44308,13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,0
"5216",5580,27,"Private",255582,9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,0
"25712",27240,34,"Local-gov",144182,1,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,25,0
"27612",29253,22,"Private",89991,10,"Never-married","Other-service","Own-child","White","Female",0,0,11,0
"15670",16608,40,"Private",240504,13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,1
"24616",26083,43,"Private",122749,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,0
"13154",13951,65,"Local-gov",143570,10,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,0
"15035",15933,52,"Private",266138,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"12010",12749,55,"Private",305759,9,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,0
"17285",18312,48,"Self-emp-not-inc",370119,10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"13326",14129,42,"Private",190290,12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"6110",6508,51,"Federal-gov",106257,12,"Married-civ-spouse","Tech-support","Husband","Black","Male",0,0,40,0
"20698",21941,34,"Private",381153,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"11687",12414,27,"Private",298871,13,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,40,0
"223",236,59,"State-gov",268700,9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,0
"16591",17576,50,"Local-gov",36489,6,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,0
"4395",4706,40,"Private",273308,9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,48,0
"27379",29007,67,"Self-emp-not-inc",431426,12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",20051,0,4,1
"19191",20337,24,"Private",187937,13,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,40,0
"16555",17540,47,"Local-gov",193012,14,"Divorced","Protective-serv","Not-in-family","Black","Male",0,0,50,1
"27249",28867,43,"State-gov",28451,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,37,1
"20113",21314,30,"Private",54608,10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,0
"1342",1433,32,"Private",180871,11,"Divorced","Sales","Not-in-family","White","Male",0,0,50,1
"26890",28492,49,"Private",116789,9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,0
"11542",12261,31,"Private",166343,9,"Never-married","Machine-op-inspct","Own-child","Black","Male",0,0,50,0
"11593",12313,52,"Private",145081,4,"Never-married","Machine-op-inspct","Not-in-family","Black","Female",0,0,40,0
"7393",7861,30,"Private",175856,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,0
"26049",27601,39,"Private",108140,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"18563",19665,52,"Private",343440,10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,0
"3388",3620,31,"Private",119422,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,0
"20075",21274,28,"Private",129460,6,"Widowed","Adm-clerical","Unmarried","White","Female",0,2238,35,0
"27851",29510,36,"Private",111387,6,"Divorced","Sales","Own-child","White","Male",0,0,40,0
"30005",31804,58,"Private",252419,7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,0
"25482",26995,29,"Private",144556,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,0
"30247",32060,55,"Private",183580,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,38,0
"24215",25656,39,"Private",114591,10,"Separated","Prof-specialty","Unmarried","White","Female",0,0,40,0
"29300",31043,34,"Private",42900,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"18552",19653,26,"Private",557236,9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,0
"16863",17867,21,"Private",147655,9,"Never-married","Other-service","Own-child","White","Female",0,0,35,0
"26131",27688,54,"Private",182187,11,"Married-civ-spouse","Protective-serv","Husband","Black","Male",15024,0,38,1
"17232",18256,30,"Private",252752,13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,0
"8451",8983,42,"Self-emp-inc",168071,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,43,1
"29722",31491,20,"Private",224640,12,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,0
"22705",24058,49,"Private",199763,10,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,35,0
"4221",4519,61,"Private",232308,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,1
"26461",28036,24,"Private",395297,10,"Never-married","Sales","Own-child","White","Female",0,0,35,0
"12456",13222,47,"Self-emp-not-inc",166894,10,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,40,0
"3851",4122,49,"Private",87928,9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,1
"21067",22326,61,"Self-emp-not-inc",315977,9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,0
"11179",11881,26,"Private",97698,14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,32,0
"18880",19998,72,"Private",268861,4,"Widowed","Other-service","Not-in-family","White","Female",0,0,99,0
"29236",30975,66,"Private",78855,9,"Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,40,0
"21243",22514,48,"Private",212954,10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,1
"392",415,31,"State-gov",1033222,10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"29877",31657,51,"Private",158508,10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,36,0
"2885",3082,35,"Private",144322,9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,0
"27793",29449,33,"Private",361497,9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,70,0
"14596",15468,32,"Private",207201,13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,1
"26632",28220,44,"Private",151780,10,"Widowed","Exec-managerial","Not-in-family","Black","Female",0,0,40,0
"22780",24137,55,"Federal-gov",305850,15,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,1
"12188",12935,24,"Private",229773,9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,0
"4294",4597,39,"Self-emp-not-inc",247975,10,"Never-married","Craft-repair","Not-in-family","Asian-Pac-Islander","Male",0,0,30,0
"13703",14525,19,"Private",219867,9,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,35,0
"28040",29707,31,"Self-emp-inc",113530,9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,0
"26319",27886,36,"State-gov",166697,13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,0
"38",39,31,"Private",84154,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,38,1
"7397",7866,59,"Self-emp-not-inc",116878,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,0
"2752",2940,37,"Self-emp-not-inc",36989,10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,0
"1148",1227,36,"Private",354078,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,1
"26108",27663,51,"Self-emp-inc",98642,9,"Divorced","Exec-managerial","Not-in-family","White","Male",14084,0,40,1
"15304",16223,40,"Private",275446,9,"Never-married","Sales","Own-child","Black","Male",0,0,40,0
"17365",18401,27,"Self-emp-inc",376936,9,"Never-married","Sales","Not-in-family","White","Male",0,0,50,0
"15380",16301,38,"Private",196123,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,0
"19795",20981,30,"Private",111415,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,1
