"","age","net","gun","sex","year","nruns","runs_again"
"4579",37,NA,65.25,"M",2008,3,FALSE
"4580",49,87.82,88.83,"F",2003,4,TRUE
"4581",56,115.9,125.2,"F",2001,5,TRUE
"4582",50,90.73,94.55,"F",2002,7,TRUE
"4583",59,124.2,128.4,"F",2005,4,TRUE
"4584",33,79.77,81.52,"F",2003,6,TRUE
"4585",59,NA,116,"F",2008,3,FALSE
"4586",49,NA,101.1,"F",2007,3,FALSE
"4587",36,78.25,80,"F",2006,3,FALSE
"4588",57,88.15,89.27,"F",2005,4,TRUE
"4589",33,73.2,75.25,"M",2003,3,FALSE
"4590",36,88.17,89.43,"M",2004,6,TRUE
"4591",46,68.25,68.37,"M",2005,3,FALSE
"4592",42,NA,73.13,"M",2007,4,TRUE
"4593",36,60.2,60.28,"M",2001,5,TRUE
"4594",46,79.07,79.83,"M",2001,6,TRUE
"4595",27,84.08,89.52,"M",2005,3,FALSE
"4596",56,98.78,104.9,"M",2003,3,FALSE
"4597",33,NA,74.67,"M",2008,3,FALSE
"4598",29,77.6,79.2,"M",2004,6,TRUE
"4599",51,78.32,79.12,"M",2001,8,TRUE
"4600",29,73.72,75.27,"M",2005,3,FALSE
"4601",52,NA,61.98,"M",2008,3,FALSE
"4602",38,81.52,83.4,"M",2002,4,TRUE
"4603",34,108.5,115.5,"M",2005,3,FALSE
"4604",28,88.27,91,"M",2001,8,TRUE
"4605",31,71,71.63,"M",2004,6,TRUE
"4606",26,89.28,92.85,"M",2003,4,TRUE
"4607",41,82.3,84.9,"M",2002,4,TRUE
"4608",26,90,92.17,"M",2006,4,TRUE
"4609",33,79.68,84.58,"M",2001,7,TRUE
"4610",45,93.15,94.27,"M",2004,3,FALSE
"4611",38,88.42,89.22,"M",2005,4,TRUE
"4612",55,75.62,76.42,"M",2003,4,TRUE
"4613",48,NA,95.42,"M",2007,3,FALSE
"4614",42,64.6,64.7,"M",2001,8,TRUE
"4615",33,71.27,72.05,"M",2005,5,TRUE
"4616",45,82.83,86.2,"M",2001,8,TRUE
"4617",71,93.48,94.7,"M",2002,5,TRUE
"4618",39,91.4,93.32,"M",2005,3,FALSE
"4619",29,63.45,63.63,"M",2005,3,FALSE
"4620",46,59.33,59.43,"M",2003,3,FALSE
"4621",52,87.4,88.23,"M",2005,3,FALSE
"4622",51,67.33,67.87,"M",2001,10,TRUE
"4623",50,74.23,74.6,"M",2002,3,FALSE
"4624",45,66.5,66.8,"M",2004,7,TRUE
"4625",49,84.6,86.88,"M",2001,7,TRUE
"4626",48,79.98,83.05,"M",2003,4,TRUE
"4627",48,84.68,89.25,"M",2005,3,FALSE
"4628",33,82.73,88.12,"M",2003,3,FALSE
"4629",33,NA,89.63,"M",2008,3,FALSE
"4630",41,72.73,72.92,"M",2003,7,TRUE
"4631",44,NA,78.08,"M",2007,3,FALSE
"4632",47,85.47,90.1,"M",2004,6,TRUE
"4633",48,72.03,72.4,"M",2002,3,FALSE
"4634",60,NA,68.98,"M",2008,3,FALSE
"4635",47,NA,76.48,"M",2007,4,TRUE
"4636",34,94.38,95.02,"M",2001,5,TRUE
"4637",42,NA,81.73,"M",2007,3,FALSE
"4638",38,87.42,91.1,"M",2006,3,FALSE
"4639",49,NA,106.2,"M",2008,3,FALSE
"4640",41,74.72,75.15,"M",2002,6,TRUE
"4641",47,78.92,79.43,"M",2003,6,TRUE
"4642",53,86.53,89.53,"M",2003,4,TRUE
"4643",42,85.82,91.2,"M",2001,3,FALSE
"4644",42,70.53,70.8,"M",2003,5,TRUE
"4645",50,87.82,89.78,"M",2004,4,TRUE
"4646",52,NA,80.93,"M",2008,3,FALSE
"4647",39,59.6,59.72,"M",2002,3,FALSE
"4648",34,63,63.2,"M",2005,5,TRUE
"4649",43,74.2,74.7,"M",2003,5,TRUE
"4650",64,87.45,89.82,"M",2002,5,TRUE
"4651",51,87.08,88.83,"M",2004,4,TRUE
"4652",44,100.1,105,"M",2005,5,TRUE
"4653",48,NA,115.6,"M",2007,4,TRUE
"4654",40,91.77,94.87,"M",2002,3,FALSE
"4655",55,70.9,71,"M",2006,3,FALSE
"4656",37,72.65,74.02,"M",2001,9,TRUE
"4657",67,95.03,101,"M",2004,5,TRUE
"4658",32,91.62,98.88,"M",2004,3,FALSE
"4659",35,76.62,76.83,"M",2003,3,FALSE
"4660",51,NA,77.65,"M",2007,3,FALSE
"4661",40,NA,75.78,"M",2008,3,FALSE
"4662",60,89.32,90.37,"M",2001,5,TRUE
"4663",43,72.17,72.57,"M",2005,5,TRUE
"4664",51,89.67,95.92,"M",2002,4,TRUE
"4665",45,NA,93.75,"M",2008,3,FALSE
"4666",44,94.42,103.4,"F",2001,4,TRUE
"4667",62,109.1,110.5,"F",2001,3,FALSE
"4668",49,99.9,106.2,"F",2003,3,FALSE
"4669",30,62.35,63.32,"M",2001,8,TRUE
"4670",40,60.8,61.2,"M",2003,6,TRUE
"4671",39,94.67,102,"M",2004,4,TRUE
"4672",26,NA,66.77,"F",2008,3,FALSE
"4673",56,63.63,63.72,"M",2002,7,TRUE
"4674",49,NA,87.05,"F",2008,3,FALSE
"4675",56,96.07,102.1,"M",2002,5,TRUE
"4676",24,NA,75.65,"F",2008,3,FALSE
"4677",25,NA,95.68,"F",2008,3,FALSE
"4678",42,101.7,105.5,"M",2003,4,TRUE
"4679",27,NA,82.77,"M",2008,3,FALSE
"4680",43,66.78,66.95,"M",2002,9,TRUE
"4681",45,NA,80.25,"M",2008,3,FALSE
"4682",38,67.33,67.55,"M",2003,3,FALSE
"4683",33,NA,107,"F",2007,3,FALSE
"4684",57,85.07,85.17,"F",2001,6,TRUE
"4685",36,126.8,131.9,"F",2003,3,FALSE
"4686",26,NA,90.77,"F",2008,3,FALSE
"4687",39,NA,87.13,"F",2008,3,FALSE
"4688",43,102.7,104.3,"F",2002,4,TRUE
"4689",26,NA,94.67,"F",2007,3,FALSE
"4690",34,88.45,89.38,"F",2006,4,TRUE
"4691",35,NA,91.72,"F",2007,3,FALSE
"4692",30,NA,107.6,"F",2007,4,TRUE
"4693",30,92.72,95.9,"F",2006,3,FALSE
"4694",32,NA,95.2,"F",2008,3,FALSE
"4695",25,76,77.32,"F",2005,3,FALSE
"4696",22,NA,91.75,"F",2007,3,FALSE
"4697",57,68.43,68.55,"M",2002,6,TRUE
"4698",28,107.7,114.9,"F",2004,3,FALSE
"4699",19,69.83,70.57,"M",2004,7,TRUE
"4700",65,94.75,97.6,"M",2005,3,FALSE
"4701",34,NA,80.03,"M",2008,3,FALSE
"4702",38,NA,63.17,"M",2008,3,FALSE
"4703",43,90.75,96.58,"M",2004,4,TRUE
"4704",52,82.23,83.73,"M",2003,4,TRUE
"4705",56,86.67,86.87,"M",2001,9,TRUE
"4706",48,NA,97.62,"M",2008,3,FALSE
"4707",38,NA,104.6,"M",2007,3,FALSE
"4708",52,103.1,106.8,"F",2003,3,FALSE
"4709",35,NA,95.35,"M",2007,3,FALSE
"4710",52,81.55,82.93,"M",2003,5,TRUE
"4711",50,NA,124.4,"M",2007,4,TRUE
"4712",48,NA,NA,"M",2007,3,FALSE
"4713",37,83.58,88.93,"M",2003,4,TRUE
"4714",32,97.58,104.7,"F",2006,4,TRUE
"4715",35,NA,99.6,"M",2008,3,FALSE
"4716",35,NA,100.9,"F",2007,3,FALSE
"4717",36,87.05,89.73,"M",2004,4,TRUE
"4718",42,84.48,85.52,"M",2002,3,FALSE
"4719",44,78.57,79.5,"M",2003,7,TRUE
"4720",52,NA,72.8,"M",2008,3,FALSE
"4721",63,115.7,118.8,"M",2001,4,TRUE
"4722",42,76.83,78.68,"M",2002,8,TRUE
"4723",39,NA,114.3,"M",2008,3,FALSE
"4724",52,103.5,108.5,"M",2003,3,FALSE
"4725",57,87.55,89.23,"M",2001,5,TRUE
"4726",50,NA,95.35,"M",2008,3,FALSE
"4727",62,142.2,150.4,"M",2004,3,FALSE
"4728",40,70.05,70.55,"M",2002,4,TRUE
"4729",56,111.2,115.1,"M",2001,4,TRUE
"4730",32,92.55,97.37,"M",2003,3,FALSE
"4731",48,83.83,86.88,"M",2005,3,FALSE
"4732",50,87.95,90.72,"M",2001,4,TRUE
"4733",27,NA,85,"F",2007,3,FALSE
"4734",46,93.05,94.63,"F",2001,7,TRUE
"4735",28,NA,97.05,"F",2007,3,FALSE
"4736",26,NA,97.42,"F",2008,3,FALSE
"4737",27,NA,106.4,"F",2008,3,FALSE
"4738",34,76.75,83.22,"F",2005,4,TRUE
"4739",30,93.07,96.75,"F",2004,3,FALSE
"4740",45,102.3,108.9,"F",2003,6,TRUE
"4741",42,NA,93.95,"F",2008,3,FALSE
"4742",28,NA,89.27,"F",2008,3,FALSE
"4743",30,96.13,98.5,"F",2005,3,FALSE
"4744",24,NA,78.55,"F",2007,3,FALSE
"4745",42,NA,85.08,"F",2007,4,TRUE
"4746",38,69.98,70.47,"F",2004,4,TRUE
"4747",40,NA,73.65,"F",2008,3,FALSE
"4748",31,NA,105.8,"F",2008,3,FALSE
"4749",28,90.58,91.77,"F",2001,3,FALSE
"4750",28,107.6,116.7,"F",2006,3,FALSE
"4751",26,93.7,99.53,"F",2003,4,TRUE
"4752",43,NA,80.82,"F",2007,4,TRUE
"4753",27,89.87,96.15,"F",2005,4,TRUE
"4754",27,88.38,96.2,"F",2005,4,TRUE
"4755",30,83.83,88.58,"F",2005,4,TRUE
"4756",37,NA,105.1,"M",2007,3,FALSE
"4757",38,NA,96.72,"M",2008,3,FALSE
"4758",34,96.68,98.37,"F",2002,8,TRUE
"4759",40,NA,88.57,"F",2008,3,FALSE
"4760",52,81.93,82.03,"M",2001,8,TRUE
"4761",46,95.88,99.7,"F",2002,4,TRUE
"4762",45,NA,130.2,"F",2008,3,FALSE
"4763",45,NA,110,"F",2007,4,TRUE
"4764",58,137.5,142,"F",2002,3,FALSE
"4765",36,99.62,103.5,"F",2002,4,TRUE
"4766",39,125,134.2,"F",2006,4,TRUE
"4767",26,101.3,107.3,"F",2006,3,FALSE
"4768",30,NA,81.63,"F",2007,4,TRUE
"4769",35,100.2,107,"F",2004,5,TRUE
"4770",48,83.6,84.72,"F",2003,4,TRUE
"4771",31,NA,117.2,"F",2007,3,FALSE
"4772",29,97.23,102.3,"F",2005,4,TRUE
"4773",31,50.47,50.48,"M",2005,3,FALSE
"4774",34,NA,86.08,"M",2007,3,FALSE
"4775",57,NA,95.03,"F",2007,3,FALSE
"4776",59,86.87,87.23,"M",2006,4,TRUE
"4777",54,104.9,108.8,"M",2004,3,FALSE
"4778",32,75.52,76.37,"M",2004,5,TRUE
"4779",50,79.07,80.25,"M",2002,7,TRUE
"4780",37,NA,69.15,"M",2007,4,TRUE
"4781",57,98,105.3,"M",2005,4,TRUE
"4782",58,100.8,104.6,"M",2005,4,TRUE
"4783",46,93.57,93.57,"M",2002,5,TRUE
"4784",45,71.43,71.68,"M",2005,5,TRUE
"4785",55,NA,77.28,"M",2008,3,FALSE
"4786",68,106.6,110.7,"M",2002,3,FALSE
"4787",54,80.3,80.75,"M",2002,7,TRUE
"4788",56,76.27,76.48,"M",2001,8,TRUE
"4789",49,NA,89.35,"M",2007,3,FALSE
"4790",58,85.98,87.37,"M",2005,4,TRUE
"4791",65,98.85,107.1,"M",2005,5,TRUE
"4792",39,94.2,101.6,"M",2006,3,FALSE
"4793",56,109,114.5,"M",2002,3,FALSE
"4794",29,76.35,77,"M",2001,8,TRUE
"4795",41,89.03,90.62,"M",2003,7,TRUE
"4796",58,95.23,102.2,"M",2006,5,TRUE
"4797",42,88.88,89.52,"M",2003,5,TRUE
"4798",43,74.92,75.58,"M",2003,3,FALSE
"4799",57,68.95,69.47,"M",2003,3,FALSE
"4800",53,84.97,87.12,"M",2001,8,TRUE
"4801",43,109.9,114.5,"M",2003,3,FALSE
"4802",41,79.88,80.42,"M",2001,5,TRUE
"4803",33,69.87,70.38,"M",2002,9,TRUE
"4804",53,NA,78.78,"M",2007,3,FALSE
"4805",65,106.6,111.2,"M",2004,5,TRUE
"4806",60,NA,111.2,"M",2008,3,FALSE
"4807",58,79.52,80.32,"M",2002,7,TRUE
"4808",43,78.52,87.72,"M",2006,3,FALSE
"4809",62,76.2,76.52,"M",2002,5,TRUE
"4810",50,96.63,102.2,"M",2002,3,FALSE
"4811",38,58.47,58.58,"M",2002,8,TRUE
"4812",54,NA,90.45,"M",2007,3,FALSE
"4813",41,96.27,101.3,"M",2005,3,FALSE
"4814",55,NA,85.15,"M",2007,4,TRUE
"4815",69,NA,138.1,"M",2007,4,TRUE
"4816",48,77.9,78.45,"M",2003,3,FALSE
"4817",66,87.08,88.45,"M",2001,7,TRUE
"4818",56,89.67,93.73,"M",2001,8,TRUE
"4819",53,67.88,67.98,"M",2005,3,FALSE
"4820",46,74.63,75.02,"M",2001,4,TRUE
"4821",47,83.68,85.63,"M",2001,6,TRUE
"4822",53,82,82.97,"M",2002,5,TRUE
"4823",33,75.53,78.43,"M",2004,3,FALSE
"4824",43,128,128,"M",2004,3,FALSE
"4825",31,77.73,78.88,"M",2001,4,TRUE
"4826",32,57.65,57.82,"M",2005,4,TRUE
"4827",62,88.35,91.75,"M",2002,3,FALSE
"4828",49,NA,75.3,"M",2007,3,FALSE
"4829",32,NA,68.92,"M",2008,3,FALSE
"4830",55,80.98,83.03,"M",2003,4,TRUE
"4831",43,75.85,76.67,"M",2002,5,TRUE
"4832",58,82.02,82.37,"M",2001,4,TRUE
"4833",63,86.68,90.47,"M",2004,6,TRUE
"4834",52,NA,107.4,"M",2007,3,FALSE
"4835",53,NA,97.12,"M",2008,3,FALSE
"4836",60,80.9,86.1,"M",2004,4,TRUE
"4837",38,NA,74.45,"M",2007,3,FALSE
"4838",42,68.23,68.83,"M",2004,3,FALSE
"4839",60,74.95,75.45,"M",2002,6,TRUE
"4840",66,77.57,77.73,"M",2002,8,TRUE
"4841",53,93.22,95,"M",2004,4,TRUE
"4842",48,98.2,99,"M",2001,8,TRUE
"4843",38,75.85,76.77,"M",2004,3,FALSE
"4844",61,75.68,75.8,"M",2006,3,FALSE
"4845",45,122.4,126.9,"M",2002,3,FALSE
"4846",56,85.4,92.87,"M",2005,3,FALSE
"4847",35,74.93,76.23,"M",2001,8,TRUE
"4848",52,69.92,70.5,"M",2004,6,TRUE
"4849",55,NA,80.43,"M",2008,3,FALSE
"4850",31,83.22,87.17,"M",2004,4,TRUE
"4851",44,74.95,75.38,"M",2002,6,TRUE
"4852",50,77.58,78.85,"M",2001,3,FALSE
"4853",53,95.55,100.6,"M",2001,9,TRUE
"4854",36,NA,80.53,"M",2007,4,TRUE
"4855",48,75.55,75.88,"M",2003,5,TRUE
"4856",42,95.32,99.5,"M",2002,3,FALSE
"4857",36,NA,66.15,"M",2007,3,FALSE
"4858",32,NA,82.32,"M",2007,4,TRUE
"4859",30,94.63,97.07,"F",2005,4,TRUE
"4860",37,94.15,100.3,"F",2005,3,FALSE
"4861",69,118.6,120,"F",2001,6,TRUE
"4862",40,69.12,69.12,"M",2003,5,TRUE
"4863",27,80.65,84.32,"M",2003,4,TRUE
"4864",31,NA,93.82,"M",2008,3,FALSE
"4865",39,104.8,111.2,"M",2006,4,TRUE
"4866",30,53.92,53.95,"M",2001,6,TRUE
"4867",42,98.65,102.8,"M",2004,4,TRUE
"4868",43,65.47,65.93,"M",2006,4,TRUE
"4869",57,NA,101.2,"M",2007,3,FALSE
"4870",63,87.3,89.25,"M",2002,4,TRUE
"4871",40,84.78,86.08,"M",2006,3,FALSE
"4872",48,NA,84.7,"M",2007,3,FALSE
"4873",64,NA,109.9,"M",2008,3,FALSE
"4874",28,NA,75.85,"M",2008,3,FALSE
"4875",46,NA,84.62,"M",2008,3,FALSE
"4876",41,76.25,76.9,"M",2002,3,FALSE
"4877",35,72.07,72.83,"M",2005,3,FALSE
"4878",49,NA,73.62,"M",2008,3,FALSE
"4879",40,78.12,81.6,"M",2001,5,TRUE
"4880",46,87.77,90.53,"M",2002,6,TRUE
"4881",29,87.6,91.52,"M",2004,3,FALSE
"4882",25,76.65,78.47,"M",2005,4,TRUE
"4883",37,NA,93.33,"M",2007,3,FALSE
"4884",45,67.33,67.62,"M",2002,5,TRUE
"4885",38,91.62,93.98,"M",2003,3,FALSE
"4886",49,NA,97.68,"M",2007,3,FALSE
"4887",52,NA,84.88,"M",2007,4,TRUE
"4888",41,83.27,85.8,"M",2002,7,TRUE
"4889",61,NA,96.48,"M",2007,3,FALSE
"4890",42,NA,60.87,"M",2008,3,FALSE
"4891",41,84.15,86.68,"M",2002,4,TRUE
"4892",43,92.32,97.82,"M",2005,3,FALSE
"4893",43,107.2,111.2,"M",2003,5,TRUE
"4894",36,123.3,128.6,"M",2002,4,TRUE
"4895",43,NA,92.68,"M",2007,4,TRUE
"4896",55,126,133.4,"M",2005,3,FALSE
"4897",52,90.17,91.07,"M",2006,4,TRUE
"4898",39,78.08,80.5,"M",2003,5,TRUE
"4899",30,100.2,103.8,"M",2002,3,FALSE
"4900",49,71.57,72.08,"M",2004,3,FALSE
"4901",50,NA,92.6,"M",2007,3,FALSE
"4902",41,NA,81.68,"M",2007,3,FALSE
"4903",32,NA,104,"M",2008,3,FALSE
"4904",56,NA,75.02,"M",2007,3,FALSE
"4905",48,91.77,94.28,"M",2004,7,TRUE
"4906",67,94.5,95.48,"M",2002,6,TRUE
"4907",62,98.13,99.93,"M",2001,5,TRUE
"4908",33,94.15,99.8,"M",2005,5,TRUE
"4909",45,NA,87.8,"M",2007,3,FALSE
"4910",44,NA,80.38,"M",2008,3,FALSE
"4911",35,98.67,103,"M",2003,3,FALSE
"4912",39,100.5,102.4,"M",2004,5,TRUE
"4913",49,86.07,89.57,"M",2002,6,TRUE
"4914",52,75.2,75.48,"M",2001,7,TRUE
"4915",40,NA,131.2,"M",2008,3,FALSE
"4916",61,94.3,95.13,"M",2003,4,TRUE
"4917",60,78.82,80.85,"M",2004,3,FALSE
"4918",30,81.05,86.03,"M",2006,4,TRUE
"4919",50,NA,88.72,"M",2008,3,FALSE
"4920",46,92.68,94.9,"M",2001,3,FALSE
"4921",48,55.93,55.93,"M",2006,5,TRUE
"4922",37,72.28,73.15,"M",2003,3,FALSE
"4923",49,82.48,88.63,"M",2002,3,FALSE
"4924",38,89.65,92.25,"M",2004,3,FALSE
"4925",50,NA,101.9,"M",2008,3,FALSE
"4926",48,89.98,90.27,"M",2005,5,TRUE
"4927",55,97.48,101.9,"M",2001,6,TRUE
"4928",69,NA,114.8,"M",2008,3,FALSE
"4929",38,NA,81.47,"M",2008,3,FALSE
"4930",38,88.9,92.85,"M",2004,3,FALSE
"4931",54,94.43,98.23,"M",2005,3,FALSE
"4932",44,88.3,88.3,"M",2005,3,FALSE
"4933",48,NA,70.05,"M",2008,3,FALSE
"4934",47,69.92,69.98,"M",2001,5,TRUE
"4935",49,72.87,76.1,"M",2001,10,TRUE
"4936",30,64.73,65.75,"M",2001,4,TRUE
"4937",51,85.68,95.22,"M",2005,6,TRUE
"4938",67,103.5,106.1,"M",2004,5,TRUE
"4939",33,93.32,98.92,"M",2006,4,TRUE
"4940",51,89.12,89.22,"F",2005,5,TRUE
"4941",30,NA,56.67,"M",2007,3,FALSE
"4942",67,80.93,81.05,"M",2001,10,TRUE
"4943",61,102.8,107.3,"M",2005,4,TRUE
"4944",31,NA,78.42,"M",2007,3,FALSE
"4945",40,97.63,101.8,"M",2001,5,TRUE
"4946",54,67.52,67.55,"M",2001,9,TRUE
"4947",36,59.5,59.5,"M",2003,4,TRUE
"4948",62,97.85,99.48,"M",2002,8,TRUE
"4949",54,83.02,84.33,"M",2002,3,FALSE
"4950",34,82.5,90.02,"M",2005,4,TRUE
"4951",33,54.28,54.43,"M",2001,8,TRUE
"4952",44,73.02,73.43,"M",2005,4,TRUE
"4953",46,NA,112.8,"M",2007,3,FALSE
"4954",52,110.9,114.3,"M",2002,4,TRUE
"4955",52,NA,128.8,"M",2007,4,TRUE
"4956",33,57.7,57.75,"M",2005,5,TRUE
"4957",27,109.7,111.1,"M",2001,4,TRUE
"4958",38,NA,108.8,"F",2007,3,FALSE
"4959",43,89.57,92.2,"F",2004,5,TRUE
"4960",59,98.78,101.4,"F",2005,4,TRUE
"4961",46,62.5,62.57,"M",2002,6,TRUE
"4962",25,101.2,107.9,"F",2002,3,FALSE
"4963",30,126.8,136.5,"F",2006,3,FALSE
"4964",26,NA,88.68,"F",2007,4,TRUE
"4965",44,97.32,101.5,"F",2003,5,TRUE
"4966",46,NA,98.73,"F",2008,3,FALSE
"4967",44,NA,79.1,"F",2007,3,FALSE
"4968",35,79.38,82.78,"F",2006,4,TRUE
"4969",52,85.58,89.32,"F",2002,4,TRUE
"4970",45,76.73,77.87,"M",2002,4,TRUE
"4971",31,99.32,102.9,"F",2006,3,FALSE
"4972",47,NA,105.2,"F",2008,3,FALSE
"4973",29,95.37,95.87,"F",2001,6,TRUE
"4974",45,100.1,105,"F",2002,6,TRUE
"4975",39,68.72,68.98,"F",2003,6,TRUE
"4976",40,81.57,88,"F",2005,3,FALSE
"4977",44,94.35,96.48,"M",2004,3,FALSE
"4978",51,79.95,80.42,"M",2001,4,TRUE
"4979",29,99.52,102.4,"M",2003,3,FALSE
"4980",41,69.77,70.03,"M",2004,3,FALSE
"4981",53,114.7,120.9,"M",2002,6,TRUE
"4982",44,69.22,69.77,"M",2004,5,TRUE
"4983",55,95.8,102,"M",2003,5,TRUE
"4984",45,67.28,67.5,"M",2005,3,FALSE
"4985",59,70.08,70.25,"M",2003,4,TRUE
"4986",38,87.8,88.77,"M",2004,4,TRUE
"4987",46,80.52,86.62,"M",2002,8,TRUE
"4988",59,NA,90.97,"M",2007,3,FALSE
"4989",59,92.87,99.3,"M",2003,6,TRUE
"4990",47,68.58,68.83,"M",2001,5,TRUE
"4991",48,85.93,88.03,"M",2001,9,TRUE
"4992",36,82.93,84.88,"M",2003,5,TRUE
"4993",54,75.05,75.65,"M",2005,3,FALSE
"4994",42,NA,78.23,"M",2008,3,FALSE
"4995",40,66.42,66.97,"M",2003,4,TRUE
"4996",33,67.73,68.07,"M",2004,3,FALSE
"4997",72,NA,119.7,"M",2008,3,FALSE
"4998",28,91.13,97.93,"F",2003,4,TRUE
"4999",57,NA,110,"M",2007,3,FALSE
"5000",42,NA,64.85,"M",2008,3,FALSE
"5001",42,79.1,80.02,"M",2002,4,TRUE
"5002",52,NA,105.2,"M",2008,3,FALSE
"5003",53,NA,85.15,"M",2008,3,FALSE
"5004",57,93.72,95.18,"M",2002,4,TRUE
"5005",42,75.88,76.75,"M",2002,4,TRUE
"5006",58,96.2,101.3,"M",2004,4,TRUE
"5007",34,78.65,80.83,"M",2005,3,FALSE
"5008",56,93.12,99.52,"M",2003,6,TRUE
"5009",42,66.1,66.1,"M",2003,7,TRUE
"5010",57,108,114,"M",2004,4,TRUE
"5011",49,95.62,96.93,"M",2003,5,TRUE
"5012",47,78.53,82.68,"M",2002,5,TRUE
"5013",52,NA,107.2,"M",2008,3,FALSE
"5014",59,93.92,97.28,"M",2002,6,TRUE
"5015",24,51.23,51.27,"M",2003,3,FALSE
"5016",48,NA,103.1,"M",2008,3,FALSE
"5017",64,88.07,88.8,"M",2003,4,TRUE
"5018",39,94.68,96.02,"F",2001,5,TRUE
"5019",45,NA,102.5,"M",2007,3,FALSE
"5020",54,65.88,66.08,"M",2001,10,TRUE
"5021",32,85.7,88.02,"F",2002,3,FALSE
"5022",37,NA,81.07,"F",2007,4,TRUE
"5023",45,113,115.6,"F",2005,5,TRUE
"5024",50,NA,105.4,"F",2008,3,FALSE
"5025",41,NA,76.43,"F",2008,3,FALSE
"5026",53,85.78,86.22,"F",2006,3,FALSE
"5027",36,95.23,99.7,"F",2001,9,TRUE
"5028",60,NA,108.2,"F",2008,3,FALSE
"5029",28,101.3,106.5,"F",2002,3,FALSE
"5030",38,NA,83.9,"F",2007,4,TRUE
"5031",61,105.6,110.3,"F",2005,4,TRUE
"5032",33,101.8,105.6,"F",2003,3,FALSE
"5033",50,121.4,128.8,"F",2005,5,TRUE
"5034",29,110.8,110.8,"F",2005,3,FALSE
"5035",60,97.83,99.92,"F",2002,7,TRUE
"5036",52,113,120.7,"F",2006,3,FALSE
"5037",51,94.5,95.67,"F",2003,6,TRUE
"5038",27,NA,93.67,"M",2008,3,FALSE
"5039",30,NA,71.97,"M",2007,3,FALSE
"5040",30,NA,107.4,"F",2008,3,FALSE
"5041",35,90.38,93.33,"F",2004,7,TRUE
"5042",49,92.47,100.3,"F",2005,3,FALSE
"5043",32,86.88,90.42,"M",2004,7,TRUE
"5044",39,108.3,112.7,"M",2001,9,TRUE
"5045",43,66.15,66.2,"M",2002,5,TRUE
"5046",48,92.12,92.85,"M",2006,4,TRUE
"5047",44,86.17,88.42,"M",2004,3,FALSE
"5048",33,75.3,77.07,"M",2002,3,FALSE
"5049",50,71.2,71.75,"M",2002,8,TRUE
"5050",43,NA,69.92,"M",2008,3,FALSE
"5051",44,80.78,81.55,"M",2004,6,TRUE
"5052",51,NA,90.98,"M",2008,3,FALSE
"5053",63,108.1,111.2,"M",2002,6,TRUE
"5054",50,85.38,86.37,"M",2001,4,TRUE
"5055",57,NA,94.88,"M",2007,3,FALSE
"5056",36,NA,95.1,"F",2008,3,FALSE
"5057",42,77.33,78.63,"F",2001,6,TRUE
"5058",32,72.35,72.75,"F",2002,3,FALSE
"5059",38,104.4,109.2,"F",2001,6,TRUE
"5060",31,NA,96.15,"F",2007,4,TRUE
"5061",45,NA,91.22,"F",2007,3,FALSE
"5062",30,NA,84.38,"M",2008,3,FALSE
"5063",25,79.57,83.02,"M",2006,3,FALSE
"5064",32,81.57,83.6,"M",2006,4,TRUE
"5065",28,NA,89.77,"M",2008,3,FALSE
"5066",26,NA,84.97,"M",2008,3,FALSE
"5067",27,78.68,79.65,"M",2004,4,TRUE
"5068",31,81,84.07,"M",2004,3,FALSE
"5069",26,76.35,76.87,"M",2000,3,FALSE
"5070",39,80.95,83.28,"F",2004,5,TRUE
"5071",62,107.8,111.6,"F",2004,5,TRUE
"5072",25,NA,70.23,"F",2007,4,TRUE
"5073",36,86.58,93.58,"M",2005,5,TRUE
"5074",35,NA,91.67,"M",2008,3,FALSE
"5075",48,95.12,102.4,"F",2005,3,FALSE
"5076",51,116.5,122.2,"F",2003,3,FALSE
"5077",24,NA,88.85,"M",2008,3,FALSE
"5078",32,85.42,87.23,"M",2002,5,TRUE
"5079",27,NA,70.05,"M",2007,4,TRUE
"5080",32,NA,59.45,"M",2008,3,FALSE
"5081",26,60.6,60.65,"M",2006,4,TRUE
"5082",23,NA,81.75,"M",2007,3,FALSE
"5083",61,91.77,95.95,"M",2004,6,TRUE
"5084",52,94.47,95.92,"M",2002,5,TRUE
"5085",31,NA,46.63,"M",2008,3,FALSE
"5086",43,70.38,70.52,"M",2001,8,TRUE
"5087",61,91.45,93.5,"M",2003,3,FALSE
"5088",53,NA,105,"M",2008,3,FALSE
"5089",31,78.33,79.12,"M",2003,5,TRUE
"5090",42,NA,88.45,"F",2007,4,TRUE
"5091",26,80.58,81.8,"F",2004,3,FALSE
"5092",29,88.55,91.05,"F",2001,5,TRUE
"5093",31,105.8,111.3,"F",2003,4,TRUE
"5094",53,69.67,69.82,"F",2003,6,TRUE
"5095",43,99.27,102.7,"F",2002,4,TRUE
"5096",57,88.47,90.58,"F",2004,4,TRUE
"5097",29,NA,107.2,"F",2008,3,FALSE
"5098",27,NA,99.38,"F",2007,3,FALSE
"5099",27,NA,88.4,"F",2008,3,FALSE
"5100",48,99.28,101.9,"F",2005,5,TRUE
"5101",42,115.5,123.1,"F",2004,5,TRUE
"5102",58,92.63,98.63,"F",2004,3,FALSE
"5103",44,88.05,89.38,"F",2005,3,FALSE
"5104",44,76.52,76.77,"F",2001,4,TRUE
